pair_index,a_file,b_file
579,sample025_76911851,speech_0882_671e5ef1
580,sample160_ed88263c,sample227_23672cca
581,sample128_3857eff1,sample245_2638b53c
582,sample144_29c8262d,sample164_6086e75c
583,speech_0320_06592579,sample003_627b76ff
584,sample241_9aeb4384,sample041_06592579
585,speech_0630_1e1cdb9c,sample110_8e91af50
586,sample181_a6621347,speech_0885_7e1324ef
587,sample124_3f5d1a8c,speech_0407_4cbe8ba0
588,sample109_2f2d8c0a,sample012_1a3238c3
589,sample087_61baefa8,sample091_671e5ef1
590,sample187_b0f03602,sample195_26730d6d
591,sample225_ef9728ac,sample065_f352d7d0
592,speech_0123_41c39e41,speech_0067_fb26ed47
593,sample043_e99d768e,speech_0233_efba1c76
594,sample236_f3d5c89f,speech_0488_ea36c31b
595,speech_0652_a3f37a12,sample180_e3d8d698
596,sample060_c4420875,speech_0121_dab4ef06
597,speech_0041_a93d8cfa,sample210_ac1f93e1
598,speech_0431_a2bad463,sample175_88993b09
599,speech_0484_30b13499,sample008_056930c5
600,sample044_e5a06143,sample057_29b21bea
601,speech_0025_82d2cad9,sample100_7eeb677c
602,speech_0990_50e90c97,speech_0788_dd90578a
603,speech_0588_f841a2c6,sample053_a2bad463
604,sample184_2c9ff4fe,sample080_20eca9e0
605,sample039_d5a20d17,sample051_cadff688
606,sample031_c4c1f623,sample230_47b01153
607,sample163_35d6a180,sample148_b944223f
608,sample048_e4494277,speech_0309_e6b5ca93
609,sample076_2a6025df,sample189_b2eb371f
610,sample171_02b13e1c,speech_0681_0b68117f
611,sample141_8b2cf3b6,speech_0338_e5a06143
612,sample232_cf98e3c8,speech_0522_cdf92033
613,speech_0163_cd0faf20,speech_0432_ecc70f99
614,sample140_9355c8d3,sample116_e242d5ac
615,sample213_d8480af4,sample167_a27abf78
616,speech_0575_224b9d42,sample086_fc6b25d7
617,sample055_fb292964,speech_0539_daaf900c
618,sample067_224b9d42,sample247_388ecf10
619,sample203_3b23436c,sample122_e1166b1d
620,sample221_0d7c78bd,sample099_122a179d
621,sample106_56fd4274,sample186_e5557310
622,sample135_743c9b1f,sample243_1ced9527
623,speech_0749_20eca9e0,sample071_1e1cdb9c
624,sample218_2eaffa66,speech_0310_d5a20d17
625,sample078_5b8ec916,sample002_4e908fd2
626,sample198_ee0e18d2,sample192_144a35f2
627,speech_0175_28cee35c,speech_0943_f5a9d2bc
628,speech_0812_4f85a4f9,sample005_a84d1a77
629,sample130_ed256ee8,sample179_5d46b53e
630,sample006_fe39613e,sample119_a4f7dd43
631,sample134_0b972e44,sample239_70abef06
632,sample049_fae6bd3c,sample101_fae0484f
633,sample158_3554df76,sample112_44add070
634,sample250_3e02512d,sample202_3a6e070e
635,sample072_ca368684,sample126_ff7c90d7
636,speech_0021_1a3238c3,sample069_5cae6d79
637,speech_0366_3dda9f49,sample176_db87a5a2
638,sample010_86c5159a,speech_0245_3c0550fc
639,sample045_14ac45b4,sample209_bed041d7
640,sample170_e547d744,speech_0848_e7880a98
641,sample056_f521058f,sample151_0c634082
642,speech_0055_ac47e9d0,sample035_2729e0e2
643,sample088_4f85a4f9,sample182_fc65241d
644,sample211_a2b39b71,sample037_79498522
645,sample040_2bfbed5d,speech_0283_2729e0e2
646,speech_0628_ecd1d324,speech_0789_fc6b25d7
647,sample014_ac17730c,sample208_160ca549
648,sample173_2377df9e,sample132_f2c32289
649,sample196_3469b979,sample185_0ea0912d
650,sample244_f01a5078,sample246_e8541fc4
651,sample166_8454c459,sample021_d21d4bb3
652,speech_0621_5cae6d79,sample205_29b101bc
653,sample075_4764b9a3,sample061_cdf92033
654,speech_0556_f352d7d0,sample229_f92eb5b1
655,speech_0542_768a6a1b,sample023_41c39e41
656,speech_0908_11e92880,sample081_44c869d5
657,sample092_7e1324ef,sample206_cada7cf4
658,sample079_906be0f9,sample162_2cc0400c
659,sample058_30b13499,sample074_0d740677
660,sample062_daaf900c,sample249_2bdfb1f1
661,sample153_285b89ed,speech_0657_0d740677
662,speech_0363_14ac45b4,sample214_47d63bf9
663,sample194_328dbd2a,sample131_26551668
664,speech_0888_1c1b1da8,sample068_f841a2c6
665,speech_0144_76911851,sample240_f834f12b
666,sample226_2d7ef8de,sample215_cc025b5e
667,sample083_f5ef4dc7,sample016_ac47e9d0
668,sample222_bfe748cb,speech_0757_1b5867e7
669,sample038_e6b5ca93,sample177_0198da6e
670,sample150_0515f210,sample136_390f0707
671,speech_0243_e451edf0,sample146_36e0a56d
672,speech_0228_c4c1f623,sample034_3c0550fc
673,speech_0098_4a03fd2e,sample191_3361e30f
674,sample001_3c29c5ba,sample090_e7880a98
675,speech_0843_101bfe11,sample027_cd0faf20
676,speech_0411_cadff688,sample137_f533bb44
677,sample212_4d3716b5,sample123_fc41e8f2
678,sample199_40e217d7,speech_0005_25be81fc
679,sample129_f22c6f56,sample103_540aea48
680,sample154_f1fb8e99,sample077_0b68117f
681,sample219_9b7a084f,speech_0307_79498522
682,sample046_3dda9f49,speech_0334_e99d768e
683,sample224_1fc3e356,speech_0158_cce061cf
684,speech_0431_a2bad463,speech_0882_671e5ef1
685,speech_0245_3c0550fc,speech_0749_20eca9e0
686,sample035_2729e0e2,sample151_0c634082
687,sample120_df4b6c69,speech_0407_4cbe8ba0
688,sample204_baf7f138,sample235_ea92f26e
689,sample118_96a1642f,sample072_ca368684
690,sample009_36a064d0,sample247_388ecf10
691,sample020_4a03fd2e,sample096_11e92880
692,sample050_4cbe8ba0,sample226_2d7ef8de
693,sample076_2a6025df,sample130_ed256ee8
694,sample018_c980f33d,sample061_cdf92033
695,sample203_3b23436c,speech_0384_2aff3b5d
696,sample238_fdf5ca49,speech_0233_efba1c76
697,sample046_3dda9f49,sample211_a2b39b71
698,sample088_4f85a4f9,sample033_e451edf0
699,sample227_23672cca,speech_0885_7e1324ef
700,speech_0539_daaf900c,sample158_3554df76
701,sample051_cadff688,sample009_8fec8452
702,sample197_9fb7ce5f,sample121_76bcb529
703,speech_0522_cdf92033,sample010_86c5159a
704,sample114_fdb345bb,sample186_e5557310
705,sample179_5d46b53e,sample234_553dcff0
706,sample161_04667130,sample047_2aff3b5d
707,sample029_6457d3d0,speech_0163_cd0faf20
708,sample089_101bfe11,sample199_40e217d7
709,sample168_22e2db9e,sample108_d2b794a9
710,speech_0681_0b68117f,speech_0307_79498522
711,sample045_14ac45b4,sample116_e242d5ac
712,speech_0116_d21d4bb3,sample126_ff7c90d7
713,speech_0848_e7880a98,sample042_70ed032c
714,sample016_ac47e9d0,speech_0718_5b8ec916
715,sample165_cdf5c82d,speech_0630_1e1cdb9c
716,sample077_0b68117f,speech_0966_122a179d
717,speech_0283_2729e0e2,sample172_7588bd44
718,speech_0389_e4494277,speech_0575_224b9d42
719,sample216_ffa6ee05,sample058_30b13499
720,speech_0338_e5a06143,speech_0908_11e92880
721,sample122_e1166b1d,sample249_2bdfb1f1
722,sample124_3f5d1a8c,speech_0021_1a3238c3
723,sample159_918aa5c3,speech_0621_5cae6d79
724,speech_0741_906be0f9,sample200_d8677912
725,sample129_f22c6f56,sample111_4737c4d2
726,speech_0366_3dda9f49,sample127_7d7b8f84
727,sample202_3a6e070e,speech_0320_06592579
728,speech_0573_f9dcce53,sample152_2c7a9e21
729,sample154_f1fb8e99,sample218_2eaffa66
730,sample059_ea36c31b,sample024_50e90c97
731,sample113_8ada680d,speech_0796_61baefa8
732,sample098_f5a9d2bc,sample181_a6621347
733,sample147_b31be30b,sample014_ac17730c
734,sample137_f533bb44,sample090_e7880a98
735,sample007_6d0d70d7,sample070_ecd1d324
736,speech_0304_c2d5e868,sample049_fae6bd3c
737,sample017_e847dff4,sample225_ef9728ac
738,speech_0123_41c39e41,speech_0060_b1cd40c7
739,sample012_1a3238c3,sample163_35d6a180
740,sample001_3c29c5ba,sample193_a3aba001
741,speech_0041_a93d8cfa,sample104_e61bf93a
742,sample026_cce061cf,sample101_fae0484f
743,sample025_76911851,speech_0025_82d2cad9
744,sample068_f841a2c6,sample164_6086e75c
745,sample208_160ca549,sample232_cf98e3c8
746,sample015_a93d8cfa,sample157_b1148f69
747,sample075_4764b9a3,speech_0193_6457d3d0
748,sample007_946106c1,speech_0243_e451edf0
749,sample002_4e908fd2,sample123_fc41e8f2
750,sample185_0ea0912d,sample037_79498522
751,sample097_0a02c41a,speech_0556_f352d7d0
752,sample148_b944223f,sample080_20eca9e0
753,sample069_5cae6d79,sample048_e4494277
754,sample171_02b13e1c,sample078_5b8ec916
755,sample209_bed041d7,sample030_9732143a
756,sample237_9472557e,sample066_f9dcce53
757,sample155_0163e391,speech_0664_2a6025df
758,sample022_dab4ef06,sample083_f5ef4dc7
759,speech_0067_fb26ed47,sample207_2ca97251
760,sample102_436dc55f,sample183_ca767767
761,speech_0488_ea36c31b,sample019_fb26ed47
762,sample062_daaf900c,sample180_e3d8d698
763,sample141_8b2cf3b6,speech_0898_039a7b60
764,sample156_fd7b9fa4,sample229_f92eb5b1
765,sample217_6377ae91,sample032_efba1c76
766,sample242_bc639087,sample146_36e0a56d
767,sample244_f01a5078,sample241_9aeb4384
768,sample004_a72e2802,sample222_bfe748cb
769,sample057_29b21bea,speech_0480_29b21bea
770,sample006_fe39613e,speech_0065_c980f33d
771,sample162_2cc0400c,sample067_224b9d42
772,speech_0411_cadff688,speech_0927_0a02c41a
773,sample040_2bfbed5d,speech_0315_2bfbed5d
774,sample094_6fbee84a,sample115_2bd91ef1
775,sample187_b0f03602,sample233_4e88157a
776,speech_0460_fb292964,speech_0650_ca368684
777,sample239_70abef06,sample110_8e91af50
778,sample099_122a179d,sample145_685d512c
779,sample166_8454c459,sample190_762dfa42
780,sample188_0e995f08,sample215_cc025b5e
781,sample065_f352d7d0,sample106_56fd4274
782,sample074_0d740677,sample052_bcf1cb6d
783,sample184_2c9ff4fe,sample223_e7455493
784,sample084_c70d4e6b,speech_0423_e847dff4
785,sample082_1b5867e7,speech_0975_7eeb677c
786,speech_0628_ecd1d324,speech_0005_25be81fc
787,sample043_e99d768e,sample132_f2c32289
788,sample039_d5a20d17,sample117_4997d25a
789,speech_0309_e6b5ca93,speech_0789_fc6b25d7
790,sample135_743c9b1f,sample169_2e4395a7
791,sample034_3c0550fc,sample086_fc6b25d7
792,sample036_c2d5e868,sample150_0515f210
793,speech_0228_c4c1f623,sample073_a3f37a12
794,sample195_26730d6d,sample093_1c1b1da8
795,sample054_ecc70f99,speech_0890_6fbee84a
796,sample174_728e16bc,sample140_9355c8d3
797,sample023_41c39e41,sample107_a38717d4
798,sample248_79b27f7d,sample178_f1334217
799,speech_0310_d5a20d17,sample144_29c8262d
800,speech_0943_f5a9d2bc,sample091_671e5ef1
801,sample038_e6b5ca93,sample125_1b5a54f4
802,sample100_7eeb677c,sample177_0198da6e
803,sample027_cd0faf20,sample214_47d63bf9
804,speech_0474_f521058f,sample064_0b854809
805,sample055_fb292964,sample071_1e1cdb9c
806,sample212_4d3716b5,speech_0888_1c1b1da8
807,sample230_47b01153,sample153_285b89ed
808,sample231_a7ca1cbe,sample191_3361e30f
809,sample139_6badff7b,sample213_d8480af4
810,speech_0144_76911851,sample103_540aea48
811,speech_0542_768a6a1b,sample031_c4c1f623
812,speech_0757_1b5867e7,sample210_ac1f93e1
813,sample250_3e02512d,speech_0502_c4420875
814,sample160_ed88263c,sample133_a07c1913
815,sample005_a84d1a77,speech_0752_44c869d5
816,sample085_dd90578a,sample008_056930c5
817,sample240_f834f12b,sample131_26551668
818,sample081_44c869d5,sample220_5a48d9b6
819,sample219_9b7a084f,speech_0055_ac47e9d0
820,speech_0652_a3f37a12,sample196_3469b979
821,sample201_5430f370,sample053_a2bad463
822,sample189_b2eb371f,speech_0784_c70d4e6b
823,sample063_768a6a1b,sample021_d21d4bb3
824,sample206_cada7cf4,sample128_3857eff1
825,sample246_e8541fc4,speech_0990_50e90c97
826,sample079_906be0f9,speech_0158_cce061cf
827,speech_0363_14ac45b4,sample087_61baefa8
828,sample003_627b76ff,sample011_25be81fc
829,speech_0788_dd90578a,sample041_06592579
830,speech_0588_f841a2c6,sample112_44add070
831,sample119_a4f7dd43,sample194_328dbd2a
832,sample243_1ced9527,sample136_390f0707
833,sample044_e5a06143,sample198_ee0e18d2
834,sample228_398bd9c3,speech_0039_ac17730c
835,sample095_039a7b60,speech_0334_e99d768e
836,sample167_a27abf78,sample056_f521058f
837,speech_0812_4f85a4f9,sample149_46f6fc34
838,speech_0098_4a03fd2e,speech_0205_9732143a
839,sample236_f3d5c89f,sample028_28cee35c
840,speech_0432_ecc70f99,speech_0554_0b854809
841,sample134_0b972e44,speech_0484_30b13499
842,sample170_e547d744,sample105_f7a5e5bd
843,sample143_caa0315c,sample224_1fc3e356
844,sample176_db87a5a2,speech_0657_0d740677
845,sample173_2377df9e,speech_0121_dab4ef06
846,speech_0332_70ed032c,sample221_0d7c78bd
847,sample013_82d2cad9,sample138_f46547e5
848,sample182_fc65241d,sample142_1985425c
849,speech_0406_fae6bd3c,sample245_2638b53c
850,sample060_c4420875,speech_0780_f5ef4dc7
851,sample192_144a35f2,sample205_29b101bc
852,speech_0843_101bfe11,sample109_2f2d8c0a
853,speech_0658_4764b9a3,sample092_7e1324ef
854,sample175_88993b09,speech_0175_28cee35c
855,sample117_4997d25a,sample107_a38717d4
856,sample067_224b9d42,sample209_bed041d7
857,sample007_6d0d70d7,speech_0882_671e5ef1
858,sample098_f5a9d2bc,sample178_f1334217
859,sample052_bcf1cb6d,sample218_2eaffa66
860,sample104_e61bf93a,speech_0363_14ac45b4
861,sample171_02b13e1c,sample122_e1166b1d
862,sample066_f9dcce53,sample156_fd7b9fa4
863,sample084_c70d4e6b,speech_0650_ca368684
864,sample227_23672cca,speech_0098_4a03fd2e
865,sample023_41c39e41,sample069_5cae6d79
866,speech_0334_e99d768e,speech_0233_efba1c76
867,sample092_7e1324ef,speech_0588_f841a2c6
868,sample141_8b2cf3b6,speech_0657_0d740677
869,sample043_e99d768e,sample235_ea92f26e
870,speech_0116_d21d4bb3,sample232_cf98e3c8
871,speech_0432_ecc70f99,speech_0966_122a179d
872,sample238_fdf5ca49,sample101_fae0484f
873,sample243_1ced9527,sample080_20eca9e0
874,sample145_685d512c,sample237_9472557e
875,sample146_36e0a56d,speech_0055_ac47e9d0
876,sample157_b1148f69,speech_0628_ecd1d324
877,sample111_4737c4d2,sample190_762dfa42
878,sample144_29c8262d,sample159_918aa5c3
879,sample039_d5a20d17,sample184_2c9ff4fe
880,speech_0757_1b5867e7,sample124_3f5d1a8c
881,sample016_ac47e9d0,sample197_9fb7ce5f
882,sample176_db87a5a2,speech_0539_daaf900c
883,sample154_f1fb8e99,sample030_9732143a
884,sample005_a84d1a77,sample224_1fc3e356
885,sample064_0b854809,sample161_04667130
886,sample189_b2eb371f,sample055_fb292964
887,sample035_2729e0e2,speech_0488_ea36c31b
888,sample198_ee0e18d2,sample103_540aea48
889,sample086_fc6b25d7,sample109_2f2d8c0a
890,sample126_ff7c90d7,sample083_f5ef4dc7
891,speech_0315_2bfbed5d,sample183_ca767767
892,sample033_e451edf0,sample025_76911851
893,sample028_28cee35c,speech_0741_906be0f9
894,speech_0309_e6b5ca93,sample242_bc639087
895,sample149_46f6fc34,speech_0228_c4c1f623
896,speech_0575_224b9d42,sample180_e3d8d698
897,sample199_40e217d7,speech_0484_30b13499
898,sample132_f2c32289,speech_0542_768a6a1b
899,sample004_a72e2802,sample129_f22c6f56
900,sample250_3e02512d,sample177_0198da6e
901,sample148_b944223f,sample247_388ecf10
902,sample077_0b68117f,speech_0664_2a6025df
903,speech_0780_f5ef4dc7,sample204_baf7f138
904,sample118_96a1642f,sample078_5b8ec916
905,sample249_2bdfb1f1,sample110_8e91af50
906,speech_0460_fb292964,sample045_14ac45b4
907,sample014_ac17730c,sample142_1985425c
908,sample221_0d7c78bd,sample106_56fd4274
909,sample135_743c9b1f,speech_0304_c2d5e868
910,speech_0163_cd0faf20,sample036_c2d5e868
911,speech_0423_e847dff4,sample112_44add070
912,sample186_e5557310,sample172_7588bd44
913,speech_0307_79498522,sample240_f834f12b
914,sample074_0d740677,sample060_c4420875
915,sample073_a3f37a12,speech_0652_a3f37a12
916,sample058_30b13499,sample231_a7ca1cbe
917,speech_0573_f9dcce53,sample206_cada7cf4
918,sample170_e547d744,speech_0522_cdf92033
919,speech_0788_dd90578a,speech_0812_4f85a4f9
920,speech_0943_f5a9d2bc,sample181_a6621347
921,sample041_06592579,sample196_3469b979
922,sample131_26551668,sample056_f521058f
923,sample127_7d7b8f84,speech_0243_e451edf0
924,sample245_2638b53c,sample072_ca368684
925,sample053_a2bad463,sample061_cdf92033
926,speech_0890_6fbee84a,sample241_9aeb4384
927,sample192_144a35f2,speech_0749_20eca9e0
928,speech_0927_0a02c41a,sample179_5d46b53e
929,sample195_26730d6d,sample113_8ada680d
930,speech_0283_2729e0e2,speech_0067_fb26ed47
931,sample114_fdb345bb,sample009_36a064d0
932,sample210_ac1f93e1,sample244_f01a5078
933,sample091_671e5ef1,speech_0431_a2bad463
934,sample234_553dcff0,sample027_cd0faf20
935,sample174_728e16bc,sample185_0ea0912d
936,sample207_2ca97251,speech_0975_7eeb677c
937,sample188_0e995f08,sample100_7eeb677c
938,speech_0789_fc6b25d7,sample239_70abef06
939,sample193_a3aba001,sample002_4e908fd2
940,speech_0384_2aff3b5d,speech_0065_c980f33d
941,sample116_e242d5ac,sample070_ecd1d324
942,sample233_4e88157a,sample031_c4c1f623
943,speech_0752_44c869d5,speech_0502_c4420875
944,speech_0025_82d2cad9,sample057_29b21bea
945,sample017_e847dff4,speech_0158_cce061cf
946,speech_0039_ac17730c,sample115_2bd91ef1
947,sample230_47b01153,sample079_906be0f9
948,speech_0338_e5a06143,sample121_76bcb529
949,speech_0990_50e90c97,speech_0843_101bfe11
950,sample136_390f0707,sample229_f92eb5b1
951,sample049_fae6bd3c,sample003_627b76ff
952,speech_0041_a93d8cfa,sample162_2cc0400c
953,sample150_0515f210,speech_0205_9732143a
954,speech_0310_d5a20d17,sample175_88993b09
955,sample008_056930c5,sample147_b31be30b
956,sample167_a27abf78,sample155_0163e391
957,sample220_5a48d9b6,sample022_dab4ef06
958,sample222_bfe748cb,speech_0898_039a7b60
959,sample223_e7455493,speech_0888_1c1b1da8
960,sample020_4a03fd2e,speech_0021_1a3238c3
961,sample217_6377ae91,sample096_11e92880
962,sample089_101bfe11,sample203_3b23436c
963,sample212_4d3716b5,sample051_cadff688
964,sample216_ffa6ee05,sample165_cdf5c82d
965,sample001_3c29c5ba,sample040_2bfbed5d
966,sample168_22e2db9e,sample018_c980f33d
967,sample137_f533bb44,sample034_3c0550fc
968,sample059_ea36c31b,speech_0060_b1cd40c7
969,speech_0005_25be81fc,sample095_039a7b60
970,sample163_35d6a180,sample013_82d2cad9
971,sample011_25be81fc,sample062_daaf900c
972,sample152_2c7a9e21,sample158_3554df76
973,sample246_e8541fc4,sample219_9b7a084f
974,sample007_946106c1,sample050_4cbe8ba0
975,sample105_f7a5e5bd,sample010_86c5159a
976,speech_0621_5cae6d79,sample068_f841a2c6
977,sample205_29b101bc,sample046_3dda9f49
978,sample038_e6b5ca93,sample160_ed88263c
979,sample139_6badff7b,sample164_6086e75c
980,speech_0144_76911851,sample138_f46547e5
981,speech_0848_e7880a98,sample085_dd90578a
982,speech_0554_0b854809,sample153_285b89ed
983,sample081_44c869d5,speech_0718_5b8ec916
984,sample006_fe39613e,sample202_3a6e070e
985,speech_0681_0b68117f,speech_0411_cadff688
986,sample071_1e1cdb9c,sample225_ef9728ac
987,sample228_398bd9c3,speech_0908_11e92880
988,sample065_f352d7d0,sample024_50e90c97
989,sample120_df4b6c69,speech_0175_28cee35c
990,speech_0474_f521058f,speech_0407_4cbe8ba0
991,sample102_436dc55f,sample075_4764b9a3
992,sample054_ecc70f99,sample108_d2b794a9
993,sample211_a2b39b71,sample201_5430f370
994,sample214_47d63bf9,speech_0630_1e1cdb9c
995,speech_0658_4764b9a3,sample037_79498522
996,speech_0193_6457d3d0,sample021_d21d4bb3
997,sample087_61baefa8,speech_0796_61baefa8
998,sample134_0b972e44,sample094_6fbee84a
999,sample090_e7880a98,sample215_cc025b5e
1000,speech_0480_29b21bea,speech_0121_dab4ef06
1001,sample133_a07c1913,sample182_fc65241d
1002,sample019_fb26ed47,sample248_79b27f7d
1003,sample194_328dbd2a,sample236_f3d5c89f
1004,sample125_1b5a54f4,sample082_1b5867e7
1005,speech_0245_3c0550fc,speech_0406_fae6bd3c
1006,sample226_2d7ef8de,sample042_70ed032c
1007,sample088_4f85a4f9,sample130_ed256ee8
1008,sample076_2a6025df,sample099_122a179d
1009,sample097_0a02c41a,sample015_a93d8cfa
1010,sample169_2e4395a7,sample187_b0f03602
1011,sample143_caa0315c,sample200_d8677912
1012,sample047_2aff3b5d,speech_0320_06592579
1013,sample093_1c1b1da8,sample032_efba1c76
1014,sample119_a4f7dd43,sample128_3857eff1
1015,speech_0332_70ed032c,sample048_e4494277
1016,sample012_1a3238c3,sample151_0c634082
1017,speech_0556_f352d7d0,sample029_6457d3d0
1018,sample166_8454c459,sample123_fc41e8f2
1019,sample009_8fec8452,sample063_768a6a1b
1020,sample026_cce061cf,sample191_3361e30f
1021,sample140_9355c8d3,speech_0784_c70d4e6b
1022,speech_0366_3dda9f49,sample213_d8480af4
1023,speech_0885_7e1324ef,speech_0389_e4494277
1024,speech_0123_41c39e41,sample208_160ca549
1025,sample173_2377df9e,sample044_e5a06143
1026,sample178_f1334217,sample166_8454c459
1027,speech_0098_4a03fd2e,sample106_56fd4274
1028,sample194_328dbd2a,sample101_fae0484f
1029,speech_0309_e6b5ca93,speech_0158_cce061cf
1030,sample198_ee0e18d2,sample049_fae6bd3c
1031,sample131_26551668,speech_0908_11e92880
1032,sample247_388ecf10,sample100_7eeb677c
1033,sample021_d21d4bb3,sample141_8b2cf3b6
1034,sample060_c4420875,sample224_1fc3e356
1035,sample006_fe39613e,speech_0757_1b5867e7
1036,sample159_918aa5c3,speech_0927_0a02c41a
1037,sample169_2e4395a7,sample079_906be0f9
1038,sample190_762dfa42,speech_0474_f521058f
1039,sample151_0c634082,sample220_5a48d9b6
1040,sample116_e242d5ac,sample012_1a3238c3
1041,sample212_4d3716b5,sample155_0163e391
1042,sample041_06592579,speech_0890_6fbee84a
1043,sample172_7588bd44,sample124_3f5d1a8c
1044,speech_0407_4cbe8ba0,speech_0123_41c39e41
1045,sample081_44c869d5,sample207_2ca97251
1046,sample156_fd7b9fa4,sample109_2f2d8c0a
1047,sample004_a72e2802,sample206_cada7cf4
1048,speech_0575_224b9d42,sample127_7d7b8f84
1049,sample115_2bd91ef1,sample150_0515f210
1050,sample149_46f6fc34,sample023_41c39e41
1051,sample016_ac47e9d0,speech_0780_f5ef4dc7
1052,sample031_c4c1f623,sample188_0e995f08
1053,sample160_ed88263c,sample236_f3d5c89f
1054,sample053_a2bad463,sample199_40e217d7
1055,speech_0283_2729e0e2,sample186_e5557310
1056,sample191_3361e30f,sample090_e7880a98
1057,sample112_44add070,sample126_ff7c90d7
1058,sample201_5430f370,sample071_1e1cdb9c
1059,sample218_2eaffa66,sample138_f46547e5
1060,speech_0522_cdf92033,sample228_398bd9c3
1061,sample057_29b21bea,speech_0384_2aff3b5d
1062,sample105_f7a5e5bd,sample153_285b89ed
1063,sample094_6fbee84a,sample113_8ada680d
1064,sample117_4997d25a,sample072_ca368684
1065,sample211_a2b39b71,speech_0116_d21d4bb3
1066,sample193_a3aba001,sample098_f5a9d2bc
1067,speech_0502_c4420875,speech_0041_a93d8cfa
1068,speech_0885_7e1324ef,sample046_3dda9f49
1069,speech_0021_1a3238c3,speech_0175_28cee35c
1070,speech_0310_d5a20d17,sample070_ecd1d324
1071,speech_0060_b1cd40c7,sample089_101bfe11
1072,speech_0882_671e5ef1,sample167_a27abf78
1073,sample107_a38717d4,sample226_2d7ef8de
1074,speech_0539_daaf900c,speech_0588_f841a2c6
1075,sample200_d8677912,sample073_a3f37a12
1076,sample213_d8480af4,sample038_e6b5ca93
1077,speech_0304_c2d5e868,sample214_47d63bf9
1078,speech_0681_0b68117f,speech_0406_fae6bd3c
1079,sample210_ac1f93e1,sample040_2bfbed5d
1080,sample171_02b13e1c,sample248_79b27f7d
1081,sample137_f533bb44,speech_0460_fb292964
1082,sample024_50e90c97,sample225_ef9728ac
1083,speech_0621_5cae6d79,speech_0480_29b21bea
1084,speech_0784_c70d4e6b,sample082_1b5867e7
1085,sample234_553dcff0,speech_0966_122a179d
1086,speech_0556_f352d7d0,sample205_29b101bc
1087,sample002_4e908fd2,sample111_4737c4d2
1088,speech_0205_9732143a,speech_0320_06592579
1089,sample069_5cae6d79,speech_0975_7eeb677c
1090,speech_0243_e451edf0,sample203_3b23436c
1091,sample129_f22c6f56,sample209_bed041d7
1092,speech_0628_ecd1d324,sample173_2377df9e
1093,sample095_039a7b60,sample034_3c0550fc
1094,speech_0789_fc6b25d7,sample047_2aff3b5d
1095,sample037_79498522,sample125_1b5a54f4
1096,sample104_e61bf93a,sample003_627b76ff
1097,speech_0389_e4494277,sample246_e8541fc4
1098,sample044_e5a06143,speech_0554_0b854809
1099,sample184_2c9ff4fe,sample114_fdb345bb
1100,sample097_0a02c41a,sample026_cce061cf
1101,speech_0658_4764b9a3,speech_0039_ac17730c
1102,sample092_7e1324ef,sample085_dd90578a
1103,sample197_9fb7ce5f,sample062_daaf900c
1104,sample001_3c29c5ba,sample216_ffa6ee05
1105,sample027_cd0faf20,sample087_61baefa8
1106,speech_0718_5b8ec916,sample048_e4494277
1107,sample022_dab4ef06,sample068_f841a2c6
1108,sample011_25be81fc,sample033_e451edf0
1109,sample123_fc41e8f2,sample152_2c7a9e21
1110,sample175_88993b09,speech_0338_e5a06143
1111,speech_0652_a3f37a12,sample018_c980f33d
1112,speech_0752_44c869d5,speech_0630_1e1cdb9c
1113,sample110_8e91af50,sample157_b1148f69
1114,sample217_6377ae91,sample215_cc025b5e
1115,sample180_e3d8d698,speech_0848_e7880a98
1116,sample182_fc65241d,speech_0366_3dda9f49
1117,sample028_28cee35c,sample050_4cbe8ba0
1118,sample058_30b13499,sample168_22e2db9e
1119,sample161_04667130,sample249_2bdfb1f1
1120,speech_0121_dab4ef06,sample093_1c1b1da8
1121,sample202_3a6e070e,sample108_d2b794a9
1122,sample162_2cc0400c,sample103_540aea48
1123,speech_0005_25be81fc,speech_0193_6457d3d0
1124,sample051_cadff688,sample135_743c9b1f
1125,sample204_baf7f138,speech_0788_dd90578a
1126,speech_0484_30b13499,speech_0065_c980f33d
1127,sample043_e99d768e,sample055_fb292964
1128,sample174_728e16bc,sample074_0d740677
1129,sample223_e7455493,sample208_160ca549
1130,sample163_35d6a180,speech_0542_768a6a1b
1131,sample181_a6621347,sample019_fb26ed47
1132,speech_0943_f5a9d2bc,sample007_946106c1
1133,sample177_0198da6e,sample192_144a35f2
1134,sample132_f2c32289,speech_0334_e99d768e
1135,speech_0749_20eca9e0,sample147_b31be30b
1136,sample080_20eca9e0,sample165_cdf5c82d
1137,speech_0025_82d2cad9,sample139_6badff7b
1138,sample144_29c8262d,speech_0423_e847dff4
1139,sample170_e547d744,speech_0898_039a7b60
1140,sample134_0b972e44,sample077_0b68117f
1141,sample244_f01a5078,sample243_1ced9527
1142,sample084_c70d4e6b,speech_0812_4f85a4f9
1143,sample029_6457d3d0,speech_0144_76911851
1144,sample061_cdf92033,speech_0363_14ac45b4
1145,speech_0307_79498522,sample196_3469b979
1146,sample250_3e02512d,speech_0067_fb26ed47
1147,sample010_86c5159a,sample121_76bcb529
1148,sample099_122a179d,sample154_f1fb8e99
1149,sample078_5b8ec916,sample231_a7ca1cbe
1150,speech_0657_0d740677,sample005_a84d1a77
1151,speech_0573_f9dcce53,sample242_bc639087
